ICD10 Code,Description,Type of Surgery,Body Part,Index
04BL0,"Excision of Left Femoral Artery, Open Approach, Diagnostic
Excision of Left Femoral Artery, Open Approach",General Surgery,General,13
0NRR0,"Replacement of Maxilla with Autologous Tissue Substitute, Open Approach
Replacement of Maxilla with Synthetic Substitute, Open Approach
Replacement of Maxilla with Nonautologous Tissue Substitute, Open Approach",General Surgery,General,13
0QTM0,"Resection of Left Tarsal, Open Approach",General Surgery,General,13
0SNN0,"Release Left Metatarsal-Phalangeal Joint, Open Approach",Orthopedic Surgery,Orthopedic,5
0SRD0,"Replacement of Left Knee Joint with Oxidized Zirconium on Polyethylene Synthetic Substitute, Cemented, Open Approach
Replacement of Left Knee Joint with Oxidized Zirconium on Polyethylene Synthetic Substitute, Uncemented, Open Approach
Replacement of Left Knee Joint with Oxidized Zirconium on Polyethylene Synthetic Substitute, Open Approach
Replacement of Left Knee Joint with Autologous Tissue Substitute, Open Approach
Replacement of Left Knee Joint with Articulating Spacer, Open Approach",Hip Replacement,Orthopedic,5
06BM0,"Excision of Right Femoral Vein, Open Approach, Diagnostic
Excision of Right Femoral Vein, Open Approach",General Surgery,General,13
08DX3,,General Surgery,General,13
06C80,"Extirpation of Matter from Portal Vein, Open Approach",General Surgery,General,13
0SHG4,"Insertion of Infusion Device into Left Ankle Joint, Percutaneous Endoscopic Approach
Insertion of Internal Fixation Device into Left Ankle Joint, Percutaneous Endoscopic Approach
Insertion of External Fixation Device into Left Ankle Joint, Percutaneous Endoscopic Approach
Insertion of Spacer into Left Ankle Joint, Percutaneous Endoscopic Approach",Orthopedic Surgery,Orthopedic,5
0DBR0,"Excision of Anal Sphincter, Open Approach, Diagnostic
Excision of Anal Sphincter, Open Approach",General Surgery,General,13
0FB20,"Excision of Left Lobe Liver, Open Approach, Diagnostic
Excision of Left Lobe Liver, Open Approach",Liver Surgery,Hepatic,8
08BN3,"Excision of Right Upper Eyelid, Percutaneous Approach, Diagnostic
Excision of Right Upper Eyelid, Percutaneous Approach",Eye Surgery,Ophthalmological,12
0NSN3,"Reposition Left Zygomatic Bone with Internal Fixation Device, Percutaneous Approach
Reposition Left Zygomatic Bone, Percutaneous Approach",General Surgery,General,13
0K80X,,General Surgery,General,13
02QA0,"Repair Heart, Open Approach",Cardiac Surgery,Cardiac,1
0DBHX,,General Surgery,General,13
02JF0,,General Surgery,General,13
09D10,,General Surgery,General,13
00XF0,"Transfer Olfactory Nerve to Trigeminal Nerve, Open Approach
Transfer Olfactory Nerve to Abducens Nerve, Open Approach
Transfer Olfactory Nerve to Facial Nerve, Open Approach
Transfer Olfactory Nerve to Acoustic Nerve, Open Approach
Transfer Olfactory Nerve to Glossopharyngeal Nerve, Open Approach",General Surgery,General,13
0DY60,"Transplantation of Stomach, Allogeneic, Open Approach
Transplantation of Stomach, Syngeneic, Open Approach
Transplantation of Stomach, Zooplastic, Open Approach",General Surgery,General,13
04CL0,"Extirpation of Matter from Left Femoral Artery, Open Approach",General Surgery,General,13
09680,,General Surgery,General,13
0DQG0,"Repair Left Large Intestine, Open Approach",General Surgery,General,13
0SBG4,"Excision of Left Ankle Joint, Percutaneous Endoscopic Approach, Diagnostic
Excision of Left Ankle Joint, Percutaneous Endoscopic Approach",Orthopedic Surgery,Orthopedic,5
0NSB0,"Reposition Nasal Bone with Internal Fixation Device, Open Approach
Reposition Nasal Bone, Open Approach",General Surgery,General,13
0JC00,"Extirpation of Matter from Scalp Subcutaneous Tissue and Fascia, Open Approach",General Surgery,General,13
0D1HX,,General Surgery,General,13
0NBQ0,"Excision of Left Orbit, Open Approach, Diagnostic
Excision of Left Orbit, Open Approach",General Surgery,General,13
0CT90,"Resection of Left Parotid Gland, Open Approach",General Surgery,General,13
0DH63,"Insertion of Radioactive Element into Stomach, Percutaneous Approach
Insertion of Monitoring Device into Stomach, Percutaneous Approach
Insertion of Infusion Device into Stomach, Percutaneous Approach
Insertion of Intraluminal Device into Stomach, Percutaneous Approach
Insertion of Stimulator Lead into Stomach, Percutaneous Approach",General Surgery,General,13
02B04,,General Surgery,General,13
0RB0X,,General Surgery,General,13
08QD0,,General Surgery,General,13
09960,"Drainage of Left Middle Ear with Drainage Device, Open Approach
Drainage of Left Middle Ear, Open Approach, Diagnostic
Drainage of Left Middle Ear, Open Approach",Ear Surgery,ENT,6
041Y0,,General Surgery,General,13
0PQR4,"Repair Right Thumb Phalanx, Percutaneous Endoscopic Approach",General Surgery,General,13
0UQB0,,General Surgery,General,13
0DQN0,"Repair Sigmoid Colon, Open Approach",Colon Surgery,Gastrointestinal,4
09X1X,,General Surgery,General,13
0P200,,General Surgery,General,13
08D20,,General Surgery,General,13
0T907,"Drainage of Right Kidney with Drainage Device, Via Natural or Artificial Opening
Drainage of Right Kidney, Via Natural or Artificial Opening, Diagnostic
Drainage of Right Kidney, Via Natural or Artificial Opening",Kidney Transplant,Renal,3
09D04,,General Surgery,General,13
0D9H0,"Drainage of Cecum with Drainage Device, Open Approach
Drainage of Cecum, Open Approach, Diagnostic
Drainage of Cecum, Open Approach",General Surgery,General,13
09Q74,"Repair Right Tympanic Membrane, Percutaneous Endoscopic Approach",General Surgery,General,13
08DP4,,General Surgery,General,13
0HG07,,General Surgery,General,13
0WTJ4,,General Surgery,General,13
0NBR0,"Excision of Maxilla, Open Approach, Diagnostic
Excision of Maxilla, Open Approach",General Surgery,General,13
0WB83,"Excision of Chest Wall, Percutaneous Approach, Diagnostic
Excision of Chest Wall, Percutaneous Approach",General Surgery,General,13
0MBP0,"Excision of Left Knee Bursa and Ligament, Open Approach, Diagnostic
Excision of Left Knee Bursa and Ligament, Open Approach",Hip Replacement,Orthopedic,5
0R1M0,,General Surgery,General,13
0SDDX,,General Surgery,General,13
0QR70,"Replacement of Left Upper Femur with Autologous Tissue Substitute, Open Approach
Replacement of Left Upper Femur with Synthetic Substitute, Open Approach
Replacement of Left Upper Femur with Nonautologous Tissue Substitute, Open Approach",General Surgery,General,13
0FB47,,General Surgery,General,13
0NQMX,"Repair Right Zygomatic Bone, External Approach",General Surgery,General,13
0FC17,,General Surgery,General,13
0YR5X,,General Surgery,General,13
0VB94,"Excision of Right Testis, Percutaneous Endoscopic Approach, Diagnostic
Excision of Right Testis, Percutaneous Endoscopic Approach",General Surgery,General,13
0NST0,"Reposition Right Mandible with Internal Fixation Device, Open Approach
Reposition Right Mandible with External Fixation Device, Open Approach
Reposition Right Mandible, Open Approach",General Surgery,General,13
047Y0,"Dilation of Lower Artery with Drug-eluting Intraluminal Device, using Drug-Coated Balloon, Open Approach
Dilation of Lower Artery with Drug-eluting Intraluminal Device, Open Approach
Dilation of Lower Artery with Two Drug-eluting Intraluminal Devices, Open Approach
Dilation of Lower Artery with Three Drug-eluting Intraluminal Devices, Open Approach
Dilation of Lower Artery with Four or More Drug-eluting Intraluminal Devices, Open Approach",General Surgery,General,13
07D90,,General Surgery,General,13
0SRH0,"Replacement of Right Tarsal Joint with Autologous Tissue Substitute, Open Approach
Replacement of Right Tarsal Joint with Synthetic Substitute, Open Approach
Replacement of Right Tarsal Joint with Nonautologous Tissue Substitute, Open Approach",Orthopedic Surgery,Orthopedic,5
0TSB0,"Reposition Bladder, Open Approach",Urinary Surgery,Renal,3
0CQ40,"Repair Buccal Mucosa, Open Approach",General Surgery,General,13
0TG00,,General Surgery,General,13
0PD03,,General Surgery,General,13
0SDCX,,General Surgery,General,13
0HB84,,General Surgery,General,13
09B1X,"Excision of Left External Ear, External Approach, Diagnostic
Excision of Left External Ear, External Approach",Ear Surgery,ENT,6
0T7B8,"Dilation of Bladder with Intraluminal Device, Via Natural or Artificial Opening Endoscopic
Dilation of Bladder, Via Natural or Artificial Opening Endoscopic",Urinary Surgery,Renal,3
0TT60,"Resection of Right Ureter, Open Approach",General Surgery,General,13
0B7K0,,General Surgery,General,13
0W1FX,,General Surgery,General,13
0090D,,General Surgery,General,13
0UJ94,,General Surgery,General,13
0QBD0,"Excision of Right Patella, Open Approach, Diagnostic
Excision of Right Patella, Open Approach",General Surgery,General,13
0WD80,,General Surgery,General,13
0S8D0,,General Surgery,General,13
07J00,,General Surgery,General,13
0WTC0,,General Surgery,General,13
0FQ44,"Repair Gallbladder, Percutaneous Endoscopic Approach",Urinary Surgery,Renal,3
0DQB7,"Repair Ileum, Via Natural or Artificial Opening",General Surgery,General,13
021G0,,General Surgery,General,13
0AJD7,,General Surgery,General,13
0PGR0,,General Surgery,General,13
01650,,General Surgery,General,13
05LY0,"Occlusion of Upper Vein with Extraluminal Device, Open Approach
Occlusion of Upper Vein with Intraluminal Device, Open Approach
Occlusion of Upper Vein, Open Approach",General Surgery,General,13
0DQ60,"Repair Stomach, Open Approach",General Surgery,General,13
09D0X,,General Surgery,General,13
080K0,,General Surgery,General,13
0S8C4,,General Surgery,General,13
0AQ20,,General Surgery,General,13
0S8N0,,General Surgery,General,13
03VY0,"Restriction of Upper Artery with Extraluminal Device, Open Approach
Restriction of Upper Artery with Intraluminal Device, Open Approach
Restriction of Upper Artery, Open Approach",General Surgery,General,13
07T90,"Resection of Left Internal Mammary Lymphatic, Open Approach",General Surgery,General,13
0CXS0,,General Surgery,General,13
09Q03,"Repair Right External Ear, Percutaneous Approach",Ear Surgery,ENT,6
0RBE0,"Excision of Right Sternoclavicular Joint, Open Approach, Diagnostic
Excision of Right Sternoclavicular Joint, Open Approach",Orthopedic Surgery,Orthopedic,5
0HJ04,,General Surgery,General,13
06T04,,General Surgery,General,13
0V150,,General Surgery,General,13
0PX0X,,General Surgery,General,13
0DTPX,,General Surgery,General,13
0RGL0,"Fusion of Right Elbow Joint with Sustained Compression Internal Fixation Device, Open Approach
Fusion of Right Elbow Joint with Internal Fixation Device, Open Approach
Fusion of Right Elbow Joint with External Fixation Device, Open Approach
Fusion of Right Elbow Joint with Autologous Tissue Substitute, Open Approach
Fusion of Right Elbow Joint with Synthetic Substitute, Open Approach",Orthopedic Surgery,Orthopedic,5
0DTL4,"Resection of Transverse Colon, Percutaneous Endoscopic Approach",Colon Surgery,Gastrointestinal,4
0P400,,General Surgery,General,13
02SPX,,General Surgery,General,13
0TTB7,"Resection of Bladder, Via Natural or Artificial Opening",Urinary Surgery,Renal,3
0MBPX,,General Surgery,General,13
0GQG0,"Repair Left Thyroid Gland Lobe, Open Approach",Thyroid Surgery,Endocrine,11
0BSN0,,General Surgery,General,13
0T190,,General Surgery,General,13
0PNR0,"Release Right Thumb Phalanx, Open Approach",General Surgery,General,13
0D8Q0,,General Surgery,General,13
0TB90,,General Surgery,General,13
0QQ60,"Repair Right Upper Femur, Open Approach",General Surgery,General,13
0Y150,,General Surgery,General,13
0QSF0,"Reposition Left Patella with Internal Fixation Device, Open Approach
Reposition Left Patella with External Fixation Device, Open Approach
Reposition Left Patella, Open Approach",General Surgery,General,13
0SDG0,,General Surgery,General,13
03140,"Bypass Left Subclavian Artery to Bilateral Upper Arm Artery with Autologous Venous Tissue, Open Approach
Bypass Left Subclavian Artery to Right Lower Arm Artery with Autologous Venous Tissue, Open Approach
Bypass Left Subclavian Artery to Left Lower Arm Artery with Autologous Venous Tissue, Open Approach
Bypass Left Subclavian Artery to Bilateral Lower Arm Artery with Autologous Venous Tissue, Open Approach
Bypass Left Subclavian Artery to Right Upper Leg Artery with Autologous Venous Tissue, Open Approach",Valve Replacement,Cardiac,1
04XY0,,General Surgery,General,13
0PD00,"Extraction of Sternum, Open Approach",General Surgery,General,13
08TK0,,General Surgery,General,13
0PR0X,,General Surgery,General,13
02Q60,"Repair Right Atrium, Open Approach",General Surgery,General,13
0SBM0,"Excision of Right Metatarsal-Phalangeal Joint, Open Approach, Diagnostic
Excision of Right Metatarsal-Phalangeal Joint, Open Approach",Orthopedic Surgery,Orthopedic,5
0FBC0,"Excision of Ampulla of Vater, Open Approach, Diagnostic
Excision of Ampulla of Vater, Open Approach",General Surgery,General,13
09CS0,"Extirpation of Matter from Right Frontal Sinus, Open Approach",Tympanoplasty,ENT,6
0SJCX,"Inspection of Right Knee Joint, External Approach",Hip Replacement,Orthopedic,5
0T770,"Dilation of Left Ureter with Intraluminal Device, Open Approach
Dilation of Left Ureter, Open Approach",General Surgery,General,13
0P300,,General Surgery,General,13
0PQD0,"Repair Left Humeral Head, Open Approach",General Surgery,General,13
09J00,,General Surgery,General,13
0UT9X,,General Surgery,General,13
030Y0,,General Surgery,General,13
03QY0,"Repair Upper Artery, Open Approach",General Surgery,General,13
0DBB4,"Excision of Ileum, Percutaneous Endoscopic Approach, Diagnostic
Excision of Ileum, Percutaneous Endoscopic Approach",General Surgery,General,13
03TY0,,General Surgery,General,13
021P0,"Bypass Pulmonary Trunk from Innominate Artery with Zooplastic Tissue, Open Approach
Bypass Pulmonary Trunk from Subclavian with Zooplastic Tissue, Open Approach
Bypass Pulmonary Trunk from Carotid with Zooplastic Tissue, Open Approach
Bypass Pulmonary Trunk from Innominate Artery with Autologous Venous Tissue, Open Approach
Bypass Pulmonary Trunk from Subclavian with Autologous Venous Tissue, Open Approach",Valve Replacement,Cardiac,1
0DQP4,"Repair Rectum, Percutaneous Endoscopic Approach",General Surgery,General,13
0DBH0,"Excision of Cecum, Open Approach, Diagnostic
Excision of Cecum, Open Approach",General Surgery,General,13
0SHA0,,General Surgery,General,13
0PXR0,,General Surgery,General,13
0CT70,"Resection of Tongue, Open Approach",General Surgery,General,13
0S9D4,"Drainage of Left Knee Joint with Drainage Device, Percutaneous Endoscopic Approach
Drainage of Left Knee Joint, Percutaneous Endoscopic Approach, Diagnostic
Drainage of Left Knee Joint, Percutaneous Endoscopic Approach",Hip Replacement,Orthopedic,5
0H907,,General Surgery,General,13
0HBX0,"Excision of Left Nipple, Open Approach, Diagnostic
Excision of Left Nipple, Open Approach",General Surgery,General,13
0PW00,"Revision of Internal Fixation Device in Sternum, Open Approach
Revision of Autologous Tissue Substitute in Sternum, Open Approach
Revision of Synthetic Substitute in Sternum, Open Approach
Revision of Nonautologous Tissue Substitute in Sternum, Open Approach",General Surgery,General,13
